identifier,datestamp,setSpec,@xmlns:dc,@xmlns:oai_dc,@xmlns:xsi,@xsi:schemaLocation,dc:identifier,dc:title,dc:creator,dc:publisher,dc:date,dc:format,dc:language,dc:relation,dc:type,dc:source,dc:rights,dc:description,provenance,sdewey,dewey,source,typedoc,nqamoyen,mode_indexation,title,date,first_indexation_date,streamable
oai:bnf.fr:gallica/ark:/12148/bpt6k86309371,2018-04-26,"['gallica:theme:8:80', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k86309371,"Oeuvres complètes de Charles Péguy. 1873-1914. 7, Oeuvres de poésie. T. VII, Ève / Charles Péguy","Péguy, Charles (1873-1914). Auteur du texte",Éditions de la Nouvelle revue française (Paris),1925,"['1 vol. ; in-8°', 'Nombre total de vues :  420']","['fre', 'français']","[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb402102802"", ""Titre d'ensemble : Oeuvres complètes de Charles Péguy. 1873-1914"", 'Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb13182370w', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb40210372q']","[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Littérature et art, 8-Z-20296 (7)","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]","['[Ève (français). Extrait]', 'Contient une table des matières', 'Avec mode texte']",bnf.fr,80,8,"Bibliothèque nationale de France, département Littérature et art, 8-Z-20296 (7)",monographie,99.94,text,"Oeuvres complètes de Charles Péguy. 1873-1914. 7, Oeuvres de poésie. T. VII, Ève / Charles Péguy",1925,14/11/2016,false
oai:bnf.fr:gallica/ark:/12148/bpt6k1528071g,2022-06-22,"['gallica:theme:0:00', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k1528071g,"Tessa, la nymphe au coeur fidèle. Frontispice de Christian Bérard / Le Théâtre complet de Jean Giraudoux","Giraudoux, Jean (1882-1944). Auteur du texte",,1946,Nombre total de vues :  261,fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32169788d,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]","Bibliothèque nationale de France, département Réserve des livres rares, RES P-YF-257 (5)","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",,bnf.fr,00,0,"Bibliothèque nationale de France, département Réserve des livres rares, RES P-YF-257 (5)",monographie,0.0,,"Tessa, la nymphe au coeur fidèle. Frontispice de Christian Bérard / Le Théâtre complet de Jean Giraudoux",1946,18/03/2020,false
oai:bnf.fr:gallica/ark:/12148/bpt6k65770401,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k65770401,Notre jeunesse / Charles Péguy,"Péguy, Charles (1873-1914). Auteur du texte",Cahiers de la quinzaine (Paris),1910,"['1 vol. (222 p.) ; in-16', 'Nombre total de vues :  250', 'application/epub+zip']","['fre', 'français']","[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31072833m"", 'Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb137471388', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31072833m']","[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Littérature et art, 8-Z-15709 (11,12)","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]","['[Notre jeunesse (français)]', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Z-15709 (11,12)",monographie,99.99,text,Notre jeunesse / Charles Péguy,1910,10/02/2014,false
oai:bnf.fr:gallica/ark:/12148/bpt6k15280272,2022-06-22,"['gallica:theme:0:00', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k15280272,"Le Théâtre complet. La Folle de Chaillot, précédé d'un fragment de Sodome et Gomorrhe / de Jean Giraudoux. [Tomes 14-15.] Variantes... Frontispice de Christian Bérard","Giraudoux, Jean (1882-1944). Auteur du texte",,1948,Nombre total de vues :  191,fre,"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb32169792n"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32169792n']","[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]","Bibliothèque nationale de France, département Réserve des livres rares, RES P-YF-257 (15)","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",,bnf.fr,00,0,"Bibliothèque nationale de France, département Réserve des livres rares, RES P-YF-257 (15)",monographie,0.0,,"Le Théâtre complet. La Folle de Chaillot, précédé d'un fragment de Sodome et Gomorrhe / de Jean Giraudoux. [Tomes 14-15.] Variantes... Frontispice de Christian Bérard",1948,18/03/2020,false
oai:bnf.fr:gallica/ark:/12148/btv1b550137194,2022-11-25,gallica:typedoc:manuscrits,http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/btv1b550137194,Fonds Victor Segalen. Écrits et dossiers de travail. Queste à la licorne,"Segalen, Victor (1878-1919). Producteur d'un fonds",,"['1801-2000', '1910-1916']","Manuscrit autographe. - 88 f.. - 320 x 253 mm. - Reliure en tissu brodé de motifs de vases, Chine, 1917",fre,Notice du catalogue : http://archivesetmanuscrits.bnf.fr/ark:/12148/cc573171/ca59703204905236,"[{'@xml:lang': 'eng', '#text': 'manuscript'}, {'@xml:lang': 'fre', '#text': 'manuscrit'}, {'@xml:lang': 'fre', '#text': 'dessin'}, 'texte manuscrit']","Bibliothèque nationale de France. Département des Manuscrits. NAF 28412 (3, 1)","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]","Numérisation effectuée à partir d'un document original : NAF 28412 (3, 1).",bnf.fr,,,"Bibliothèque nationale de France. Département des Manuscrits. NAF 28412 (3, 1)",manuscrit,0.0,,Fonds Victor Segalen. Écrits et dossiers de travail. Queste à la licorne,1801-2000,17/10/2021,false
oai:bnf.fr:gallica/ark:/12148/bpt6k9782127b,2022-06-22,"['gallica:theme:7:79', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k9782127b,L'impromptu de Paris : pièce en un acte / par Jean Giraudoux,"Giraudoux, Jean (1882-1944). Auteur du texte",B. Grasset (Paris),1937,"['1 vol. (141 p.) ; 18 cm', 'Nombre total de vues :  160']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb321699194,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]","Bibliothèque nationale de France, département Littérature et art, 8-YTH-41499","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",Avec mode texte,bnf.fr,79,7,"Bibliothèque nationale de France, département Littérature et art, 8-YTH-41499",monographie,99.8,text,L'impromptu de Paris : pièce en un acte / par Jean Giraudoux,1937,19/09/2017,false
oai:bnf.fr:gallica/ark:/12148/bpt6k1049444m,2018-04-26,gallica:typedoc:monographies,http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k1049444m,La femme assise / Guillaume Apollinaire,"Apollinaire, Guillaume (1880-1918). Auteur du texte",Nouvelle revue française (Paris),1920,"['1 vol. (268 p.) ; in-8', 'Nombre total de vues :  299']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31725669z,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Réserve des livres rares, RES P-Y2-2288","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",,bnf.fr,,,"Bibliothèque nationale de France, département Réserve des livres rares, RES P-Y2-2288",monographie,0.0,,La femme assise / Guillaume Apollinaire,1920,11/11/2013,false
oai:bnf.fr:gallica/ark:/12148/bpt6k3413523g,2022-06-22,"['gallica:theme:7:79', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k3413523g,Le peintre exigeant : comédie en un acte / Tristan Bernard,"Bernard, Tristan (1866-1947). Auteur du texte","Librairie théâtrale, artistique et littéraire (Paris)",1910,"['43 p. ; in-18', 'Nombre total de vues :  46']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb318024087,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]","Bibliothèque nationale de France, département Littérature et art, 8-YTH-36153","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",,bnf.fr,79,7,"Bibliothèque nationale de France, département Littérature et art, 8-YTH-36153",monographie,0.0,,Le peintre exigeant : comédie en un acte / Tristan Bernard,1910,17/06/2018,false
oai:bnf.fr:gallica/ark:/12148/bpt6k1524807t,2019-10-11,"['gallica:theme:0:00', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k1524807t,Le théâtre de Séraphin / Antonin Artaud,"Artaud, Antonin (1896-1948). Auteur du texte",(Saint-Maurice d'Etelan),1948,"['1 vol. (52-[3] p.) : couv. ill. ; 20 cm', 'Nombre total de vues :  89']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb317345282,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Réserve des livres rares, RES P-Z-1550 (1)","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]","[""Collection : L'air du temps"", ""Collection : L'air du temps""]",bnf.fr,00,0,"Bibliothèque nationale de France, département Réserve des livres rares, RES P-Z-1550 (1)",monographie,0.0,,Le théâtre de Séraphin / Antonin Artaud,1948,17/10/2019,false
oai:bnf.fr:gallica/ark:/12148/bpt6k6567013v,2021-01-15,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k6567013v,Nos enfants : scènes de la ville et des champs / Anatole France ; illustrations de M. B. de Monvel,"France, Anatole (1844-1924). Auteur du texte",(Paris),1887,"['49 p. : fig., pl. en coul. ; in-fol.', 'Nombre total de vues :  112', 'application/epub+zip']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30457748q,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]","Ville de Paris / Fonds Heure joyeuse, 2013-376156","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]","['Contient une table des matières', 'Avec mode texte']",bnf.fr,84,8,"Ville de Paris / Fonds Heure joyeuse, 2013-376156",monographie,99.99,text,Nos enfants : scènes de la ville et des champs / Anatole France ; illustrations de M. B. de Monvel,1887,09/12/2013,false
oai:bnf.fr:gallica/ark:/12148/bpt6k812519,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k812519,Le jeune européen (6e éd.) / Drieu La Rochelle,"Drieu La Rochelle, Pierre (1893-1945). Auteur du texte","['Gallimard (Paris)', 'éd. de la Nouvelle revue française (Paris)']",1927,"['1 vol. (208 p.) ; 19 cm', 'Nombre total de vues :  214']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb320448986,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-72561","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",Contient une table des matières,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-72561",monographie,0.0,,Le jeune européen (6e éd.) / Drieu La Rochelle,1927,11/01/2016,false
oai:bnf.fr:gallica/ark:/12148/bpt6k4804947g,2022-06-22,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,"['https://gallica.bnf.fr/ark:/12148/bpt6k4804947g', 'https://gallica.bnf.frISBN 2243002051']",L'expérience intérieure d'Antonin Artaud : avec trois lettres et un autoportrait... / Danièle André-Carraz,"['André-Carraz, Danièle. Auteur du texte', 'Artaud, Antonin (1896-1948). Auteur du texte']",le Cherche-Midi (Paris),1981,"['1 vol. (184 p.-[13] p. de pl.) : couv. ill. ; 21 cm', 'Nombre total de vues :  220']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34670473q,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]","Bibliothèque nationale de France, département Littérature et art, 16-Z-23869","[{'@xml:lang': 'fre', '#text': ""conditions spécifiques d'utilisation - Projet de numérisation des indisponibles""}, {'@xml:lang': 'eng', '#text': 'restricted use'}]","['Collection : Étapes de la poésie', 'Collection : Étapes de la poésie', ""Comprend : [Lettres d'A. Artaud, 1911-1947]"", 'Contient une table des matières', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 16-Z-23869",monographie,99.99,text,L'expérience intérieure d'Antonin Artaud : avec trois lettres et un autoportrait... / Danièle André-Carraz,1981,18/04/2016,false
oai:bnf.fr:gallica/ark:/12148/bpt6k6578225b,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k6578225b,Le jardin de Bérénice (3e éd.) / par Maurice Barrès,"Barrès, Maurice (1862-1923). Auteur du texte",Perrin et Cie (Paris),1891,"['1 vol. (296 p.) ; in-16', 'Nombre total de vues :  308']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31766242w,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Littérature et art, Z BARRES-708","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]","['Contient une table des matières', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, Z BARRES-708",monographie,99.99,text,Le jardin de Bérénice (3e éd.) / par Maurice Barrès,1891,07/03/2014,false
oai:bnf.fr:gallica/ark:/12148/bpt6k96599632,2018-04-26,"['gallica:theme:8:80', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k96599632,"Jeux de plume / Henri de Régnier,... ; avec un portrait par Pierre Payen","Régnier, Henri de (1864-1936). Auteur du texte",Aux Éditions des Cahiers libres (Paris),1929,"['1 vol. (61 p.) : portrait ; 19, 5 cm', 'Nombre total de vues :  80']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32561218m,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Littérature et art, 16-Z-3465","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",Avec mode texte,bnf.fr,80,8,"Bibliothèque nationale de France, département Littérature et art, 16-Z-3465",monographie,99.73,text,"Jeux de plume / Henri de Régnier,... ; avec un portrait par Pierre Payen",1929,07/03/2016,false
oai:bnf.fr:gallica/ark:/12148/bpt6k80502p,2019-07-20,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k80502p,À l'ombre des jeunes filles en fleurs. Tome 2 / Marcel Proust,"Proust, Marcel (1871-1922). Auteur du texte",(Paris),1920,"['2 vol. (250, 228 p.) ; in-16', 'Nombre total de vues :  231']","['fre', 'français']","[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31155140f"", 'Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb119662421', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31155140f']","[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-24964 (2)","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]","[""[À l'ombre des jeunes filles en fleurs (français)]"", 'Contient une table des matières']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-24964 (2)",monographie,60.3,text,À l'ombre des jeunes filles en fleurs. Tome 2 / Marcel Proust,1920,15/10/2007,false
oai:bnf.fr:gallica/ark:/12148/bpt6k4221442v,2020-03-06,"['gallica:theme:8:80', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k4221442v,L'idée fixe ; suivie de Socrate et son médecin / Paul Valéry,"Valéry, Paul (1871-1945). Auteur du texte",(Paris),1946,"['1 vol. (179 p.) ; gr. in-8', 'Nombre total de vues :  208']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31521141w,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Littérature et art, 4-Z-3931","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",Avec mode texte,bnf.fr,80,8,"Bibliothèque nationale de France, département Littérature et art, 4-Z-3931",monographie,89.21,text,L'idée fixe ; suivie de Socrate et son médecin / Paul Valéry,1946,04/11/2019,false
oai:bnf.fr:gallica/ark:/12148/bpt6k3065073p,2019-10-02,"['gallica:theme:8:80', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k3065073p,Au fil des préjugés / textes choisis et assemblés par Antonin Artaud,"Toulouse, Édouard (1865-1947). Auteur du texte",(Paris),1923,"['1 vol. (VII-298 p.) ; in-16', 'Nombre total de vues :  322']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb314843359,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Littérature et art, 8-Z-22246","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",Avec mode texte,bnf.fr,80,8,"Bibliothèque nationale de France, département Littérature et art, 8-Z-22246",monographie,89.51,text,Au fil des préjugés / textes choisis et assemblés par Antonin Artaud,1923,21/07/2019,false
oai:bnf.fr:gallica/ark:/12148/bpt6k15025318,2021-09-17,gallica:typedoc:monographies,http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k15025318,"La nouvelle aurore, grand roman cinématographique français..., illustré par le film [Edition Eclipse]","Leroux, Gaston (1868-1927). Auteur du texte",la Renaissance du livre (Paris),,"['16 fasc. en 1 vol., 384 p. : fig., couv. ill. en coul. ; in-8 °', 'Nombre total de vues :  426']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb387511901,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]","Bibliothèque nationale de France, département Arts du spectacle, 8-RK-16450","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",,bnf.fr,,,"Bibliothèque nationale de France, département Arts du spectacle, 8-RK-16450",monographie,0.0,,"La nouvelle aurore, grand roman cinématographique français..., illustré par le film [Edition Eclipse]",None,22/09/2021,false
oai:bnf.fr:gallica/ark:/12148/bpt6k82566d,2019-07-20,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k82566d,Le trèfle blanc / Henri de Régnier,"Régnier, Henri de (1864-1936). Auteur du texte",(Paris),1899,"['1 vol. (216 p.) ; in-18', 'Nombre total de vues :  218']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb311892482,"[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-51542","[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]",,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-51542",monographie,0.0,,Le trèfle blanc / Henri de Régnier,1899,15/10/2007,false
oai:numelyo.bm-lyon.fr:BML:BML_00GOO0100137001104866376,2022-01-28T12:04:14.866Z,,http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://numelyo.bm-lyon.fr/f_view/BML:BML_00GOO0100137001104866376,Marie-Claire,"Audoux, Marguerite, 1863-1937, Auteur",Fasquelle                                             (Paris),1911,"['1 livre', ', In-12', 'application/xhtml+xml']",fre,vignette : https://numelyo.bm-lyon.fr/BML:BML_00GOO0100137001104866376/thumbnail_TIF00000007.jpg,"[{'@xml:lang': 'fre', '#text': 'texte imprimé'}, {'@xml:lang': 'eng', '#text': 'text'}]","Bibliothèque municipale de Lyon, SJ B 750/46",Licence Ouverte-Open Licence,,bmlyon,,,"Bibliothèque municipale de Lyon, SJ B 750/46",monographie,0.0,,Marie-Claire,1911,08/02/2022,false
