Pfad	Dateiname	dc:title	dc:creator	dc:publisher	dc:date	dewey	sdewey	typedoc	datestamp	@xmlns:dc	@xmlns:oai_dc	@xmlns:xsi	@xsi:schemaLocation	dc:identifier	dc:format	dc:language	dc:relation	dc:type	dc:source	dc:rights	dc:description	provenance	source	nqamoyen	mode_indexation	first_indexation_date	ark	GUID
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k9782251b.html	Giraudoux_Amphitryon 38 	Amphitryon 38 : comédie en trois actes 	Giraudoux, Jean (1882-1944)	Bernard Grasset (Paris)	1929	7.0	79.0	monographie	2018-04-26	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k9782251b	['1 vol. (220 p.) ; in-16', 'Nombre total de vues : 244']	['fre', 'français']	['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb123662455', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32169819v']	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 8-YTH-39030	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['[Amphitryon 38 (français)]', 'Contient une table des matières', 'Avec mode texte']	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-YTH-39030	9946.0	text	2017-09-11T22:00:00Z	ark__12148_bpt6k9782251b	0492238b-2edf-48aa-9363-fb622f6a2a4f
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_btv1b8618381s.html	Jarry_Les Minutes de sable 	Les Minutes de sable : mémorial 	Jarry, Alfred (1873-1907)	(Paris)	1894			monographie	2019-06-07	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/btv1b8618381s	['1 vol. (IX-210-[3] p.-[9] f. de pl.) ; 15 cm', 'Nombre total de vues : 249']	['fre', 'français']	''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb35873187s'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb35873187s']''	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Réserve des livres rares, RESP-Z-2580	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['Appartient à l’ensemble documentaire : GTextes1', 'Avec mode texte']	bnf.fr	Bibliothèque nationale de France, département Réserve des livres rares, RESP-Z-2580	9994.0	text	2011-07-10T22:00:00Z	ark__12148_btv1b8618381s	38c4148e-9579-47cc-9ac1-aaa2b04240b2
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k9739153m.html	Giraudoux_Combat avec l'ange 	Combat avec l'ange : roman 	Giraudoux, Jean (1882-1944)	B. Grasset (Paris)	1934	8.0	84.0	monographie	2018-04-26	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k9739153m	['1 vol. (332 p.) ; in-16', 'Nombre total de vues : 358']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32169861n	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 8-Y2-75249 (5,1)	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Avec mode texte	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Y2-75249 (5,1)	996.0	text	2016-08-28T22:00:00Z	ark__12148_bpt6k9739153m	266724c5-4b4e-4349-a3ca-785abd5e75a4
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k9739562z.html	Giraudoux_Suzanne et le Pacifique	Suzanne et le Pacifique ([46e édition]) 	Giraudoux, Jean (1882-1944)	Grasset (Paris)	1939	8.0	84.0	monographie	2018-04-26	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k9739562z	['1 vol. (288 p. ) ; in-16', 'Nombre total de vues : 312']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32170023x	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 8-Y2-86244	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['Contient une table des matières', 'Avec mode texte']	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Y2-86244	9988.0	text	2016-08-28T22:00:00Z	ark__12148_bpt6k9739562z	9298e4fb-4502-4d86-8a44-1306e88b8196
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k4223073n.html	Drieu La Rochelle_L'homme à cheval 	L'homme à cheval : roman (18e éd.) 	Drieu La Rochelle, Pierre (1893-1945)	(Paris)	1943	8.0	80.0	monographie	2020-03-12	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k4223073n	['247 p. ; 19 cm', 'Nombre total de vues : 264']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb320448955	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 16-Y2-482	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Avec mode texte	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 16-Y2-482	8946.0	text	2019-11-30T23:00:00Z	ark__12148_bpt6k4223073n	d69373e7-6c99-4922-a1bf-1e640a98381d
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k3042150j.html	Giraudoux_La folle de Chaillot 	La folle de Chaillot : pièce en deux actes 	Giraudoux, Jean (1882-1944)	(Neuchâtel)	1945	8.0	84.0	monographie	2019-06-22	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k3042150j	['1 vol. (145 p.) ; 23 cm', 'Nombre total de vues : 164']	['fre', 'français']	['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb12540951h', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb357165876']	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 8-YE-26248	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['[La folle de Chaillot (français)]', 'Avec mode texte']	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-YE-26248	8932.0	text	2019-02-16T23:00:00Z	ark__12148_bpt6k3042150j	873859fa-e4a2-4438-b5ce-239dcf413a15
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k5675144f.html	Proust_À la recherche du temps	À la recherche du temps perdu. 1, Du côté de chez Swann 	Proust, Marcel (1871-1922)	Nouvelle revue française (Paris)	1919	8.0	84.0	monographie	2018-04-26	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k5675144f	['1 vol. (386 p.) ; 19 cm', 'Nombre total de vues : 392']	['fre', 'français']	''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb34305767v'''', ''''Titre d'ensemble : À la recherche du temps perdu'''', 'Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb12010842s', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb311551366']''	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Réserve des livres rares, RES P-Y2-1902 (1)	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['[Du côté de chez Swann (français)]', 'Contient une table des matières', 'Avec mode texte']	bnf.fr	Bibliothèque nationale de France, département Réserve des livres rares, RES P-Y2-1902 (1)	9637.0	text	2009-07-20T22:00:00Z	ark__12148_bpt6k5675144f	9cc71a95-28a8-4ac6-8b72-7297e7019d65
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k9921318.html	Sadoul_Notes sur la révolution bolchévique	Notes sur la révolution bolchévique (octobre 1917-janvier 1919) 	Sadoul, Jacques (1881-1956)	Editions de la Sirène (Paris)	1919	9.0	94.0	monographie	2021-05-25	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k9921318	['1 vol. (465 p.) : portrait ; in-8', 'Nombre total de vues : 474']	fre	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32596366k	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]	Bibliothèque nationale de France, département Littérature et art, 8-Z R ROLLAND-11815	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Avec mode texte	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Z R ROLLAND-11815	8937.0	text	2017-05-07T22:00:00Z	ark__12148_bpt6k9921318	e338dd39-ebf5-4772-be95-841a4f600449
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k1057704s.html	France_Jocaste et le chat maigre	Jocaste et le chat maigre 	France, Anatole (1844-1924)	Calmann-Lévy (Paris)	1879			monographie	2018-04-26	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k1057704s	['301 p. ; in-18', 'Nombre total de vues : 327', 'application/epub+zip 3.0 accessible', 'Format adaptable de type XML DTBook, 2005-3']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32123807k	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Réserve des livres rares, RES 8-Z DON-595 (144)	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Avec mode texte	bnf.fr	Bibliothèque nationale de France, département Réserve des livres rares, RES 8-Z DON-595 (144)	9995.0	text	2014-08-31T22:00:00Z	ark__12148_bpt6k1057704s	b1a46c3c-5a8c-4ba3-9bb7-d1f4227e3ab9
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k6210316v.html	France_Histoire contemporaine,Monsieur Bergeret	Histoire contemporaine. , Monsieur Bergeret à Paris 	France, Anatole (1844-1924)	C. Lévy (Paris)	1901	8.0	84.0	monographie	2018-04-26	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k6210316v	['1 vol. (404 p.) ; in-18', 'Nombre total de vues : 430']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30457742n	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 8-Y2-52641	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Avec mode texte	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Y2-52641	9998.0	text	2012-04-01T22:00:00Z	ark__12148_bpt6k6210316v	7d0150bb-9a44-4bb4-a6fe-debdef193897
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k42230156.html	Ramuz_Jean-Luc persécuté 	Jean-Luc persécuté : et deux autres histoires de la montagne 	Ramuz, Charles-Ferdinand (1878-1947)	(Lausanne)	1909	8.0	80.0	monographie	2020-03-13	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k42230156	['265 p. ; 19 cm', 'Nombre total de vues : 296']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb35218362x	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 16-Y2-44917	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['Comprend : Le Tout-Vieux ; Alors il alla à la messe', 'Avec mode texte']	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 16-Y2-44917	888.0	text	2019-11-24T23:00:00Z	ark__12148_bpt6k42230156	7adef140-f7f6-4ddd-9db4-4829e2bc7943
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k80502p.html	Proust_À l'ombre des jeunes filles	À l'ombre des jeunes filles en fleurs. Tome 2 	Proust, Marcel (1871-1922)	(Paris)	1920	8.0	84.0	monographie	2019-07-20	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k80502p	['2 vol. (250, 228 p.) ; in-16', 'Nombre total de vues : 231']	['fre', 'français']	''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31155140f'''', 'Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb119662421', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31155140f']''	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 8-Y2-24964 (2)	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	''[''''[À l'ombre des jeunes filles en fleurs (français)]'''', 'Contient une table des matières']''	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Y2-24964 (2)	603.0	text	2007-10-14T22:00:00Z	ark__12148_bpt6k80502p	2a30f582-d051-419a-959a-f527152b3511
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k102659q.html	Bataille_Le beau voyage 	Le beau voyage : poésies 	Bataille, Henry (1872-1922)	Bibliothèque-Charpentier, Eugène Fasquelle, éditeur (Paris)	1904	8.0	84.0	monographie	2022-06-22	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k102659q	''[''''1 vol. (255 p.-[1] f. de front.) : portrait de l'auteur par lui-même ; 19 cm'''', 'Nombre total de vues : 262']''	fre	['Notice de recueil : http://catalogue.bnf.fr/ark:/12148/cb44283282g', 'Appartient à : [Dépôt de la Commission de récupération artistique, sous-commission des livres]', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31772205x']	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]	Bibliothèque nationale de France, département Littérature et art, 8-Ye-6088	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Contient une table des matières	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Ye-6088	8185.0	text	2007-10-14T22:00:00Z	ark__12148_bpt6k102659q	20eb1458-323e-4534-861b-7edcdf99aa43
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k9796505n.html	Bernard_Visites nocturnes 	Visites nocturnes : roman 	Bernard, Tristan (1866-1947)	Albin Michel (Paris)	1934	8.0	84.0	monographie	2018-04-26	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k9796505n	['1 vol. (252 p.) ; in-16', 'Nombre total de vues : 270']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31802452q	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 8-Y2-81022	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['Contient une table des matières', 'Avec mode texte']	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-Y2-81022	9955.0	text	2017-10-14T22:00:00Z	ark__12148_bpt6k9796505n	84986133-d9c4-41d8-a7db-959cd738a419
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k57908799.html	Capus_Théâtre complet. Tome 5 	Théâtre complet. Tome 5 	Capus, Alfred (1858-1922)	A. Fayard (Paris)	1910	8.0	84.0	monographie	2022-06-22	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k57908799	8 vol. ; in-8	fre	''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31905968c'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31905968c']''	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]	Bibliothèque nationale de France, département Littérature et art, 8-YF-1712 (5)	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]		bnf.fr	Bibliothèque nationale de France, département Littérature et art, 8-YF-1712 (5)	9249.0	text	2010-05-16T22:00:00Z	ark__12148_bpt6k57908799	be582b7b-d332-438b-92a6-75943471242a
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k9606887t.html	Alain_Miracles (2e éd.) 	Miracles (2e éd.) 	Alain-Fournier (1886-1914)	['Gallimard (Paris)', 'Éd. de la Nouvelle Revue Française (Paris)']	1924	8.0	84.0	monographie	2018-04-26	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k9606887t	['1 vol. (220 p.) ; 19 cm', 'Nombre total de vues : 244']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34810461t	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Littérature et art, 16-Y2-48645	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	['Contient une table des matières', 'Avec mode texte']	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 16-Y2-48645	9977.0	text	2015-08-02T22:00:00Z	ark__12148_bpt6k9606887t	10269d3b-2541-4475-95fd-51e3a20ada90
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k9804248h.html	Bernard_L'accord parfait 	L'accord parfait : comédie en trois actes 	Bernard, Tristan (1866-1947), Feydeau, Georges (1862-1921), Corday, Michel (1869-1937)	l'Illustration (Paris)	1912	7.0	79.0	monographie	2022-06-22	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k9804248h	['2 parties en 1 fasc. (16-17 p.) : fig. ; gr. in-8', 'Nombre total de vues : 56']	fre	''[''''Périodique lié : L'Illustration théâtrale(ISSN 1155-7540), 19120217 (Notice : http://catalogue.bnf.fr/ark:/12148/cb34439974f)'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31967591h']''	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]	Bibliothèque nationale de France, département Littérature et art, 4-YTH-8353	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	''[''''Comprend : Mais n'te promène donc pas toute nue'''', 'Avec mode texte']''	bnf.fr	Bibliothèque nationale de France, département Littérature et art, 4-YTH-8353	985.0	text	2017-10-21T22:00:00Z	ark__12148_bpt6k9804248h	54059458-d7c0-43b9-a2dc-37676a2aded8
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k106376f.html	Segalen_L'observation médicale chez les écrivains	L'observation médicale chez les écrivains naturalistes : thèse pour le doctorat en médecine, présentée et soutenue publiquement le 29 janv. 1902 	Segalen, Victor (1878-1919)	(Bordeaux)	1902	6.0	61.0	monographie	2019-07-20	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k106376f	['1 vol. (86 p.) ; in-8', 'Nombre total de vues : 80']	['fre', 'français']	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb36931402d	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}]	Bibliothèque nationale de France, département Réserve des livres rares, RES-P-Z-2782	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	Appartient à l’ensemble documentaire : Aquit1	bnf.fr	Bibliothèque nationale de France, département Réserve des livres rares, RES-P-Z-2782	9034.0	text	2007-10-14T22:00:00Z	ark__12148_bpt6k106376f	9a8b4968-133b-4274-8002-4b25ae7c5af0
C:\Users\ojuni\Documents\Korpus\Dateien 20. Jahrhundert\Gesamt 20\ark__12148_bpt6k4809722h.html	Gillet_Paul Valéry et la métaphysique	Paul Valéry et la métaphysique 	Gillet, Martin Stanislas (1875-1951), Valéry, Paul (1871-1945)	Flammarion (Paris)	1935	1.0	11.0	monographie	2021-12-31	http://purl.org/dc/elements/1.1/	http://www.openarchives.org/OAI/2.0/oai_dc/	http://www.w3.org/2001/XMLSchema-instance	http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd	https://gallica.bnf.fr/ark:/12148/bpt6k4809722h	['1 vol. (183 p.) ; in-16', 'Nombre total de vues : 208']	fre	Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32166408c	[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}]	Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-R-42027	[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]	''[''''Comprend : [Lettre au P. Gillet, 30 janvier 1927, suivie de la réponse de l'auteur, 7 février 1927]'''', 'Contient une table des matières', 'Avec mode texte']''	bnf.fr	Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-R-42027	9999.0	text	2017-12-11T23:00:00Z	ark__12148_bpt6k4809722h	49a5ab17-6f20-49e8-9df7-d54719bdd894
